1,1.016,0.894,0.885177439,0.884460985,0.884065194,0.883822643,0.883846013,0.883706632,0.883692356,0.883602245,0.883604056,0.883589864,0.883583862,0.883513361,0.883534817,0.883499988,0.883452325,0.883443067,0.883465526,0.883439214,0.883403448,0.883394601,0.883358337,0.883323317,0.883297555,0.88327533,0.883256612,0.883240016,0.883225487,0.829242684,0.829272832,0.828594521,0.828566334,0.828247557,0.828019597,0.827811405,0.827620251,0.827437385,0.827275165,0.827118366,0.826978821,0.826842958,0.826721752,0.883701943,0.883677659,0.883596555,0.883504932,0.883469579,0.883469579,0.944951715,0.945500597,0.945862039
1.016,1,0.848,0.960131215,0.96732682,0.971301883,0.973737912,0.973503193,0.97490305,0.975046422,0.975951446,0.975933255,0.976075792,0.976136067,0.97684414,0.976628648,0.976978446,0.977457145,0.977550127,0.977324557,0.977588822,0.977948027,0.978036886,0.978401096,0.978752819,0.979011546,0.97923476,0.979422758,0.979589436,0.97973535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.973617323,0.975126731,0.976120683
0.894,0.848,1,0.917816752,0.914257657,0.912291509,0.911086599,0.911202696,0.910510298,0.910439383,0.909991739,0.910000737,0.909930235,0.909900422,0.909550195,0.909656782,0.909483764,0.90924699,0.909200999,0.90931257,0.90918186,0.909004189,0.908960238,0.908780092,0.908606123,0.908478151,0.908367745,0.908274757,0.908192315,0.908120142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.016,1.016,1.016
0.885429459,0.95544114,0.917983889,1,1.021490255,1.034254764,1.041752124,1.042795542,1.049177769,1.051568892,1.052130063,1.053457247,1.066183758,1.05963068,1.063666424,1.062488022,1.066138809,1.066105408,1.070336794,1.069241111,1.072412,1.073234032,1.077723469,1.083582737,1.089946954,1.094746273,1.099751986,1.095354604,1.110461132,1.115021363,0.829591417,0.829623236,0.828907295,0.828877543,0.828541059,0.828300427,0.828080656,0.827878865,0.827685819,0.827514564,0.827349029,0.827201706,0.827058268,0.826930302,1.048044741,1.05008599,1.056074669,1.064151691,1.055492645,1.054931175,1.07166438,1.091141741,1.108257721
0.886620846,0.942416897,0.923370296,0.985814908,1,1.016004408,1.025276256,1.026014653,1.033362217,1.0357561,1.037185777,1.038428795,1.050675894,1.044504736,1.049095711,1.047742993,1.051607311,1.052077668,1.056254404,1.054957067,1.058297636,1.059481305,1.063924872,1.070020228,1.076622773,1.081614781,1.086781981,1.082705828,1.097728768,1.102400118,0.832787497,0.832834566,0.831775076,0.831731029,0.83123276,0.830876311,0.830550678,0.830251612,0.829965442,0.829711523,0.829466036,0.82924752,0.829034729,0.828844862,1.032342857,1.034505983,1.040991554,1.049649233,1.041687636,1.041147513,1.036797982,1.057307089,1.075107385
0.887966231,0.92770914,0.929452951,0.963548424,0.988870135,1,1.011942483,1.012339634,1.020758222,1.023153265,1.025551369,1.026699588,1.038403363,1.03266267,1.037870987,1.03632436,1.040425039,1.041457742,1.045571495,1.044049514,1.047578093,1.049165244,1.053555801,1.059912794,1.066779676,1.071985752,1.077332268,1.073616302,1.088542577,1.093337418,0.836367986,0.836431996,0.834990519,0.834930561,0.834252145,0.833766639,0.833322972,0.832915389,0.832525281,0.832179054,0.831844251,0.83154617,0.831255846,0.830996751,1.01986658,1.02216401,1.029199592,1.038500432,1.031321594,1.030805578,1.012372658,1.034032402,1.05259594
0.889430495,0.911701792,0.936073074,0.936467824,0.972924731,0.990398501,1,1.000718458,1.010346209,1.012746971,1.016227196,1.017271675,1.028388546,1.023118229,1.029020441,1.027256074,1.03162487,1.033284483,1.037332579,1.035559094,1.039300507,1.041337955,1.045673579,1.052326646,1.059492152,1.064939253,1.070487865,1.067169755,1.081996003,1.086929782,0.840230234,0.840312345,0.838462321,0.838385328,0.837513923,0.836890042,0.836319734,0.835795649,0.835293891,0.834848457,0.834417615,0.834033943,0.833660176,0.833326551,1.009595033,1.012046215,1.01970572,1.029735149,1.023419269,1.022929488,0.995767908,1.018712935,1.038128869
0.889252857,0.913643732,0.935269951,0.940110721,0.975792903,0.992900262,1.003009712,1,1.010068975,1.012457564,1.015734046,1.016792567,1.027969226,1.022637018,1.028398355,1.026677658,1.030985919,1.032531149,1.036579765,1.034854853,1.038549286,1.040503345,1.044838518,1.051426505,1.058527621,1.063924765,1.069430987,1.066049559,1.080874595,1.085779836,0.839763607,0.83984354,0.83804268,0.837967737,0.837119575,0.836512365,0.835957319,0.835447278,0.834958983,0.834525514,0.834106258,0.833732915,0.833369218,0.83304459,1.009296988,1.011709989,1.019228582,1.029095941,1.022646941,1.022153978,0.992177509,1.014881648,1.034138225
0.890486218,0.900160622,0.940846131,0.916148897,0.962063031,0.984395345,0.997481146,0.99502342,1,1.003076415,1.007157131,1.008130426,1.018795841,1.01385269,1.020114593,1.018236028,1.022728674,1.024745229,1.028727522,1.026817498,1.030659887,1.032950667,1.037229041,1.044023253,1.051334223,1.056903724,1.062553722,1.059485133,1.074206164,1.079211142,0.8429925,0.843087443,0.840947512,0.840858418,0.839849859,0.839127559,0.838467122,0.837860078,0.837278774,0.836762624,0.836263295,0.835818561,0.835385243,0.834998407,1.001894045,1.002554353,1.010501955,1.020873964,1.015109766,1.014638901,0.984310088,0.998401123,1.018292878
0.890640573,0.898473212,0.941543989,0.912968793,0.960830974,0.984185948,0.997870225,0.995372201,1.001399736,1,1.00709286,1.005917686,1.016349935,1.011449883,1.017708745,1.015830414,1.020313686,1.02234482,1.026310187,1.024397921,1.028234311,1.03053391,1.034796932,1.041583166,1.048887771,1.05445484,1.060102125,1.057055248,1.0717478,1.076751724,0.843394794,0.843491597,0.841309607,0.841218756,0.840190283,0.839453689,0.838780157,0.838161057,0.837568189,0.837041757,0.836532467,0.836078851,0.835636869,0.835242291,1.002595067,1.002918577,1.008118195,1.018467996,1.014577891,1.01504599,0.989394408,0.991462865,1.011369291
